,player_id,last_season,current_club_id,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,agent_name,domestic_competition_id,goals,assists,minutes_played,yellow_cards,red_cards,total_appearance,market_value_usd
133,133,2014.0,6418.0,France,France,1985-04-30,Defender,Left-Back,Left,180.0,MYG Invest,GR1,0,1,624.0,5,0,9,221400.0
7562,7562,2018.0,683.0,Argentina,Spain,1996-11-22,Attack,Left Winger,Right,172.0,Promoesport,GR1,4,3,3026.0,10,1,64,442800.0
7115,7115,2017.0,398.0,Australia,Australia,1995-05-04,Attack,Left Winger,Right,180.0,CAA Base Ltd,IT1,2,1,1159.0,3,0,19,664200.0
6869,6869,2021.0,1158.0,France,France,1993-02-01,Midfield,Defensive Midfield,Right,170.0,Just 4 player Group,FR1,3,3,5931.0,14,0,72,3321000.0
2424,2424,2017.0,1506.0,Germany,Turkey,1990-08-09,Defender,Left-Back,Left,187.0,Tribüne Sportagentur,TR1,0,1,2349.0,6,0,36,55350.0
6589,6589,2015.0,3725.0,Georgia,Georgia,1993-05-12,Defender,Centre-Back,Right,185.0,,RU1,0,0,90.0,0,0,1,110700.0
12060,12060,2021.0,237.0,Spain,Spain,2001-01-21,Attack,Right Winger,Left,176.0,Media Base Sports,ES1,0,0,62.0,0,0,4,3321000.0
8197,8197,2019.0,58.0,Jamaica,Jamaica,1992-09-17,Defender,Left-Back,Left,177.0,PROSPORT Management,BE1,0,0,4.0,0,0,1,830250.0
747,747,2019.0,1467.0,Italy,Italy,1986-06-26,Attack,Second Striker,Right,178.0,TOP Agency,TR1,40,9,10080.0,9,0,185,83640.0
10893,10893,2019.0,601.0,United States,United States,1994-11-30,Defender,Centre-Back,Right,185.0,ICM Stellar Sports,BE1,0,3,2635.0,6,0,33,774900.0
2402,2402,2014.0,39.0,Jugoslawien (SFR),Croatia,1991-02-21,Attack,Centre-Forward,Right,193.0,Haspel Sportconsulting,L1,0,0,9.0,0,0,2,276750.0
4774,4774,2019.0,28643.0,Italy,Italy,1993-05-01,Attack,Centre-Forward,Left,187.0,PLAYER MANAGEMENT SRL,BE1,6,2,,4,0,28,1660500.0
6539,6539,2019.0,306.0,Croatia,Croatia,1996-06-18,Attack,Attacking Midfield,Left,169.0,,NL1,10,12,5383.0,9,1,113,553500.0
10702,10702,2018.0,862.0,Yugoslavia (Republic),Serbia,1997-06-12,Defender,Centre-Back,Right,183.0,,IT1,0,0,72.0,2,0,2,996300.0
1033,1033,2021.0,2282.0,Belgium,Belgium,1988-03-06,Goalkeeper,,Right,193.0,SportPlus Football Management,BE1,0,1,24434.0,10,0,270,3874500.0
10705,10705,2021.0,6195.0,France,Algeria,1996-11-11,Attack,Right Winger,Left,172.0,Henri Zambelli,IT1,21,14,6863.0,17,2,152,7749000.0
4039,4039,2016.0,467.0,Romania,Romania,1992-05-31,Attack,Centre-Forward,Right,190.0,REOL Football Management,NL1,1,0,466.0,0,0,14,55350.0
9725,9725,2019.0,2553.0,United States,Finland,1997-03-05,Defender,Left-Back,Left,185.0,Unique Sports Group,SC1,0,2,2747.0,0,0,31,553500.0
7973,7973,2018.0,3709.0,Spain,Spain,1995-05-19,Attack,Right Winger,Right,176.0,ICM Stellar Sports,ES1,2,1,961.0,7,0,19,664200.0
3143,3143,2019.0,41201.0,UdSSR,Russia,1988-04-17,Attack,Left Winger,Left,185.0,,RU1,5,7,2889.0,14,0,52,166050.0
659,659,2021.0,683.0,France,France,1984-09-28,Attack,Attacking Midfield,Right,167.0,Playeleven,GR1,40,86,16699.0,26,0,270,553500.0
6183,6183,2021.0,1467.0,Turkey,Turkey,1993-11-09,Attack,Right Winger,Left,,LifeFootball Sportmanagement,TR1,23,31,11945.0,16,1,162,4095900.0
1930,1930,2021.0,114.0,Jugoslawien (SFR),Serbia,1991-09-29,Attack,Attacking Midfield,Right,,LIAN Sports Group,TR1,49,50,14976.0,31,0,218,1107000.0
4268,4268,2021.0,1241.0,Scotland,Scotland,1992-09-23,Midfield,Right Midfield,Right,180.0,,SC1,3,11,3383.0,2,0,51,415740.0
6302,6302,2021.0,265.0,Yugoslavia (Republic),Serbia,1995-02-08,Attack,Attacking Midfield,Right,175.0,Soccer Mondial AG,GR1,10,21,11932.0,34,0,203,2767500.0
6010,6010,2019.0,1050.0,Spain,Spain,1996-08-23,Defender,Left-Back,Left,177.0,Wasserman,ES1,0,3,,9,0,32,2214000.0
5944,5944,2017.0,8838.0,UdSSR,Ukraine,1990-01-28,Midfield,Central Midfield,Right,180.0,,UKR1,5,2,,23,0,94,221400.0
3268,3268,2019.0,16239.0,UdSSR,Ukraine,1990-04-03,Midfield,Defensive Midfield,Right,,BowerCotton & Shylov,UKR1,1,1,12028.0,36,0,139,664200.0
8738,8738,2018.0,3349.0,Portugal,Portugal,1998-12-12,Attack,Attacking Midfield,Right,175.0,Bruno Carvalho,PO1,0,0,249.0,1,0,12,305040.0
4801,4801,2017.0,2578.0,Scotland,Scotland,1995-01-09,Attack,Centre-Forward,Right,188.0,PLG Scotland,SC1,2,2,938.0,2,0,23,55350.0
5130,5130,2019.0,235.0,UdSSR,Netherlands,1991-07-16,Attack,Centre-Forward,Right,190.0,Wasserman,NL1,2,5,1895.0,2,0,33,305040.0
11588,11588,2021.0,55686.0,Ukraine,Ukraine,2000-05-24,Attack,Left Winger,Both,170.0,MFC SPORTMANAGEMENT,UKR1,0,0,444.0,0,0,11,221400.0
8540,8540,2021.0,12.0,Spain,Spain,1997-04-05,Attack,Centre-Forward,Right,182.0,Footfeel & Echo Sports,IT1,46,15,9321.0,9,0,192,9963000.0
3220,3220,2014.0,2672.0,Argentina,Argentina,1987-02-15,Attack,Right Winger,Right,173.0,Scorefutbol,GR1,2,1,541.0,1,0,10,249690.0
9210,9210,2021.0,11688.0,Russia,Russia,1999-12-16,Attack,Right Winger,Left,171.0,,TR1,26,11,,19,0,149,3874500.0
13282,13282,2021.0,36.0,Turkey,Turkey,2003-04-21,Goalkeeper,,Right,188.0,o2football ,TR1,0,0,95.0,0,0,2,83640.0
8035,8035,2021.0,410.0,Argentina,Argentina,1995-12-21,Attack,Centre-Forward,Right,180.0,MVP Group,IT1,15,12,5121.0,18,0,102,3321000.0
6153,6153,2019.0,276.0,Poland,Poland,1995-05-12,Attack,Centre-Forward,Right,183.0,topgoal sports management,IT1,18,7,5486.0,10,1,105,2767500.0
4817,4817,2018.0,5724.0,Denmark,Denmark,1992-07-18,Goalkeeper,,Left,187.0,,DK1,0,0,960.0,0,0,9,221400.0
2511,2511,2021.0,18.0,Austria,Austria,1992-08-27,Defender,Right-Back,Right,175.0,ROOF,L1,4,13,8777.0,17,0,107,4981500.0
9474,9474,2021.0,1177.0,,Denmark,1998-06-12,Attack,Left Winger,Right,178.0,DLT Sports Group,DK1,5,3,2129.0,1,0,36,276750.0
13276,13276,2021.0,1519.0,Scotland,Scotland,2003-05-15,Defender,Right-Back,Right,184.0,PLG Scotland,SC1,0,0,,1,0,15,276750.0
12784,12784,2021.0,148.0,England,England,2003-03-06,Midfield,Central Midfield,Right,176.0,,GB1,0,0,9.0,0,0,1,442800.0
8636,8636,2019.0,1010.0,Venezuela,Venezuela,1997-05-31,Attack,Left Winger,Right,186.0,,GB1,6,4,3449.0,14,0,56,885600.0
3161,3161,2015.0,28095.0,UdSSR,Russia,1986-10-29,Defender,Centre-Back,Left,190.0,FM Sports Agency,RU1,2,1,,7,0,40,110700.0
6593,6593,2021.0,3709.0,Spain,Spain,1988-10-24,Attack,Centre-Forward,Right,186.0,Viasport,ES1,39,11,8950.0,43,1,138,3321000.0
1087,1087,2020.0,5358.0,Spain,Spain,1984-11-04,Midfield,Central Midfield,Right,178.0,Bahía Internacional,ES1,7,9,10216.0,19,1,168,332100.0
4067,4067,2020.0,1283.0,Netherlands,Netherlands,1992-02-05,Defender,Left-Back,Left,175.0,Fortitude Player Management,NL1,5,16,9196.0,12,0,114,553500.0
2809,2809,2017.0,79.0,Germany,Germany,1992-02-02,Attack,Centre-Forward,Right,185.0,fair-sport GmbH,L1,0,0,,0,0,1,305040.0
139,139,2021.0,2687.0,Spain,Spain,1985-08-20,Attack,Centre-Forward,Left,186.0,Niagara Sports Company,ES1,56,28,13310.0,22,0,226,1328400.0
10070,10070,2017.0,498.0,United States,United States,1999-07-26,Midfield,Central Midfield,,162.0,firsteleven ISM development,BE1,0,0,91.0,0,0,2,221400.0
8027,8027,2021.0,678.0,,Denmark,1997-12-13,Defender,Right-Back,Right,181.0,,DK1,4,7,6919.0,17,0,97,442800.0
1556,1556,2019.0,48332.0,UdSSR,Ukraine,1991-01-05,Midfield,Defensive Midfield,Right,179.0,OFA,UKR1,0,2,2275.0,10,1,35,332100.0
2664,2664,2021.0,55686.0,UdSSR,Ukraine,1990-05-31,Attack,Centre-Forward,Both,183.0,,UKR1,14,7,6986.0,8,0,109,221400.0
13054,13054,2019.0,1108.0,Mauritania,Mauritania,2000-05-04,Midfield,Central Midfield,,187.0,Oscar Bentancourt,ES1,0,0,215.0,1,0,5,664200.0
9414,9414,2017.0,1084.0,Spain,Spain,1999-01-28,Defender,Right-Back,Right,173.0,DIAMOND SPORT AGENCY,ES1,0,0,246.0,1,0,3,166050.0
9243,9243,2021.0,27.0,Spain,Spain,1996-11-26,Midfield,Defensive Midfield,Left,184.0,Promoesport,L1,3,6,9865.0,27,0,143,7749000.0
9300,9300,2021.0,294.0,Belgium,Serbia,1999-08-27,Goalkeeper,,Right,189.0,Universal Sports Group,PO1,0,0,1209.0,1,0,15,2214000.0
12317,12317,2020.0,820.0,Turkey,Turkey,1998-10-15,Defender,Centre-Back,Right,187.0,MEK Football,TR1,1,1,2688.0,8,0,34,858540.0
11563,11563,2019.0,415.0,France,France,2001-01-06,Defender,Centre-Back,Right,185.0,Classico Sports Management,FR1,2,0,2000.0,3,1,25,3321000.0
802,802,2015.0,1010.0,Argentina,Italy,1990-01-15,Attack,Second Striker,Right,172.0,,GB1,2,1,794.0,2,0,22,996300.0
356,356,2021.0,589.0,Belgium,Belgium,1987-11-05,Goalkeeper,,,196.0,Quadrans,TR1,0,1,17570.0,27,2,196,498150.0
10735,10735,2021.0,206.0,Paraguay,Paraguay,1998-02-03,Defender,Left-Back,Left,178.0,La Squadra Sports - R. Bittar,DK1,1,4,935.0,1,0,17,1660500.0
9973,9973,2019.0,3336.0,Brazil,Brazil,1995-04-08,Midfield,Defensive Midfield,,178.0,,PO1,0,0,675.0,6,0,13,276750.0
451,451,2019.0,833.0,Poland,Poland,1986-12-18,Goalkeeper,,Right,190.0,,TR1,0,0,2340.0,2,0,26,83640.0
6026,6026,2014.0,6894.0,Turkey,Sweden,1988-09-01,Defender,Right-Back,Right,178.0,,TR1,0,0,527.0,5,0,12,83640.0
7575,7575,2018.0,2381.0,Uruguay,Uruguay,1993-03-23,Goalkeeper,,Right,190.0,VIDA 11,TR1,0,0,7672.0,2,0,86,2214000.0
5198,5198,2018.0,3349.0,Brazil,Brazil,1991-03-09,Goalkeeper,,Right,187.0,,PO1,0,0,634.0,0,0,8,166050.0
10727,10727,2021.0,660.0,Brazil,Brazil,1998-11-17,Defender,Right-Back,Right,166.0,Bertolucci Sports,UKR1,6,16,8190.0,12,0,97,22140000.0
10609,10609,2021.0,7179.0,Spain,Spain,1998-07-19,Defender,Centre-Back,Right,183.0,YOU FIRST,PO1,3,0,1598.0,7,1,23,553500.0
13571,13571,2021.0,1095.0,Ukraine,Ukraine,2001-07-01,Attack,Centre-Forward,Right,191.0,ProStar,FR1,2,0,1216.0,5,0,26,442800.0
4561,4561,2021.0,276.0,France,Cameroon,1994-02-04,Midfield,Defensive Midfield,Right,180.0,,IT1,7,6,10532.0,22,0,162,7749000.0
12600,12600,2019.0,114.0,Turkey,Turkey,2001-03-27,Defender,Centre-Back,Right,190.0,My Team,TR1,0,0,112.0,0,0,2,110700.0
7812,7812,2018.0,605.0,Greece,Greece,1995-06-20,Midfield,Defensive Midfield,Right,181.0,E.C.DIMITRIADIS sro,GR1,1,4,3481.0,13,0,68,498150.0
2579,2579,2021.0,6195.0,Portugal,Portugal,1991-05-27,Defender,Left-Back,Left,168.0,M.A.R.A.T. Football Management,IT1,3,20,19907.0,64,1,254,8856000.0
11378,11378,2021.0,367.0,Spain,Spain,1994-10-28,Defender,Centre-Back,Right,194.0,Universal Sport,ES1,2,2,3857.0,11,0,44,4428000.0
13011,13011,2021.0,940.0,Spain,Spain,2000-02-11,Defender,Centre-Back,Left,182.0,YOU FIRST,ES1,2,0,599.0,5,0,13,1107000.0
7182,7182,2019.0,28095.0,Georgia,Georgia,1996-03-18,Defender,Centre-Back,Left,187.0,Vision Foot,RU1,1,3,7968.0,15,0,95,1992600.0
1721,1721,2019.0,410.0,Brazil,Brazil,1993-02-27,Attack,Second Striker,Right,182.0,,IT1,6,2,4142.0,6,0,75,885600.0
5834,5834,2019.0,265.0,Portugal,Portugal,1995-11-19,Defender,Centre-Back,Right,188.0,Bruno Carvalho,GR1,0,0,792.0,1,0,12,442800.0
3305,3305,2014.0,465.0,France,Martinique,1988-04-15,Attack,Centre-Forward,Right,188.0,Ozamba Sports,SC1,2,2,,4,1,30,110700.0
5681,5681,2021.0,150.0,Spain,Spain,1993-06-08,Defender,Left-Back,Left,179.0,Pini Zahavi,ES1,8,15,11642.0,20,1,152,19926000.0
8018,8018,2016.0,8024.0,Brazil,Brazil,1995-05-19,Attack,Centre-Forward,Right,175.0,Championsdek,PO1,0,0,43.0,0,0,4,221400.0
5089,5089,2021.0,3368.0,Nicaragua,Costa Rica,1989-06-03,Defender,Centre-Back,Right,186.0,AC Talent,ES1,9,4,14950.0,22,1,187,885600.0
13753,13753,2021.0,48726.0,Ukraine,Ukraine,2003-05-29,Midfield,Defensive Midfield,Right,194.0,ProStar,UKR1,0,1,329.0,1,0,6,221400.0
740,740,2015.0,192.0,Netherlands,Netherlands,1987-08-28,Attack,Centre-Forward,Right,181.0,,NL1,4,1,1747.0,3,0,24,166050.0
2150,2150,2021.0,1050.0,France,France,1991-05-13,Midfield,Defensive Midfield,Right,177.0,BM FOOT,ES1,5,7,15949.0,57,0,256,5535000.0
3561,3561,2021.0,10690.0,UdSSR,Ukraine,1990-01-14,Attack,Centre-Forward,Right,178.0,RBH-Sports,UKR1,35,24,12225.0,10,0,165,774900.0
12397,12397,2019.0,46.0,Italy,Italy,2002-07-02,Attack,Centre-Forward,Right,187.0,P&P Sport Management S.A.M.,IT1,1,0,,1,0,15,6642000.0
7824,7824,2019.0,520.0,Belgium,Belgium,1995-08-05,Attack,Left Winger,Right,172.0,MLA Management,BE1,6,7,,6,0,64,387450.0
10434,10434,2021.0,6646.0,Germany,Turkey,2000-12-10,Attack,Attacking Midfield,Both,176.0,EMG Mundial,TR1,1,0,590.0,1,0,25,1328400.0
2621,2621,2021.0,190.0,Denmark,Denmark,1992-01-15,Midfield,Central Midfield,Right,177.0,Loevel/Lund/Oevad,DK1,32,43,18469.0,24,1,245,1107000.0
6,6,2017.0,234.0,Australia,Australia,1982-03-19,Goalkeeper,,Left,194.0,,NL1,0,0,9466.0,2,0,106,387450.0
3776,3776,2021.0,29.0,France,Mali,1993-01-01,Midfield,Central Midfield,Right,183.0,,GB1,26,28,21168.0,54,0,261,27675000.0
11370,11370,2021.0,3729.0,Russia,Russia,1994-06-02,Goalkeeper,,Left,190.0,,RU1,0,0,3214.0,2,0,36,332100.0
11556,11556,2021.0,2696.0,Russia,Russia,1999-09-22,Midfield,Left Midfield,Left,177.0,,RU1,1,1,1176.0,0,0,40,387450.0
13410,13410,2021.0,3329.0,Portugal,Portugal,2000-08-23,Attack,Attacking Midfield,Both,178.0,,PO1,0,0,69.0,2,0,4,221400.0
432,432,2021.0,3840.0,Iceland,Iceland,1988-05-27,Attack,Attacking Midfield,Right,184.0,Jim Solbakken,TR1,5,2,2650.0,3,0,45,664200.0
1494,1494,2016.0,4795.0,Austria,Austria,1991-03-28,Attack,Centre-Forward,Right,192.0,GRASS IS GREEN,L1,9,1,2762.0,5,0,58,553500.0
11281,11281,2019.0,2995.0,Brazil,Brazil,1996-05-12,Attack,Left Winger,Left,176.0,D20 Sports,PO1,10,8,,11,1,76,221400.0
4556,4556,2020.0,931.0,England,Jamaica,1992-07-19,Defender,Centre-Back,Right,193.0,,GB1,1,0,2468.0,9,1,35,2767500.0
13690,13690,2021.0,1301.0,Colombia,Colombia,2001-05-24,Defender,Centre-Back,Right,188.0,GestiSports,PO1,0,0,17.0,0,0,2,221400.0
10814,10814,2021.0,180.0,France,France,1999-02-22,Defender,Right-Back,Right,180.0,NineFour,GB1,2,1,2933.0,4,0,40,2767500.0
11502,11502,2021.0,583.0,France,France,1998-09-09,Defender,Right-Back,Right,170.0,Pini Zahavi,FR1,1,4,3510.0,8,0,63,7749000.0
5872,5872,2015.0,498.0,Poland,Poland,1991-05-27,Attack,Attacking Midfield,,184.0,Profus Management,BE1,0,0,343.0,2,0,9,885600.0
7143,7143,2021.0,1301.0,Iran,Iran,1995-11-11,Attack,Centre-Forward,Both,181.0,Arvand Sport,PO1,9,3,2956.0,4,0,61,1660500.0
7686,7686,2021.0,18303.0,Ukraine,Ukraine,1994-06-06,Attack,Left Winger,Right,178.0,ProStar,UKR1,16,5,5384.0,6,0,80,221400.0
10589,10589,2019.0,667.0,France,France,1999-07-08,Attack,Attacking Midfield,,175.0,ROGON U23,FR1,0,0,12.0,0,0,2,276750.0
5664,5664,2021.0,2381.0,Senegal,Senegal,1993-04-03,Attack,Centre-Forward,Right,183.0,Square,TR1,30,5,6646.0,15,0,114,2324700.0
7335,7335,2021.0,12.0,Italy,Italy,1996-04-17,Defender,Centre-Back,Right,190.0,Gr Sports,IT1,13,5,13656.0,62,1,166,23247000.0
6699,6699,2021.0,3719.0,Russia,Russia,1993-06-22,Attack,Left Winger,Right,179.0,APS,RU1,22,10,10300.0,28,0,169,2214000.0
10474,10474,2018.0,12.0,Italy,Italy,1998-07-29,Goalkeeper,,,188.0,FK Sport Management SRL,IT1,0,0,90.0,0,0,1,11070.0
1799,1799,2015.0,714.0,Spain,Spain,1985-07-16,Midfield,Central Midfield,Right,175.0,,ES1,2,2,2882.0,5,0,49,166050.0
5562,5562,2019.0,2423.0,Panama,Panama,1994-12-25,Attack,Centre-Forward,Right,178.0,IST,PO1,1,3,1073.0,3,0,19,276750.0
12528,12528,2021.0,18303.0,,Ukraine,1998-01-27,Defender,Left-Back,Left,184.0,ProStar,UKR1,3,1,1815.0,9,0,42,332100.0
7209,7209,2020.0,1160.0,Sweden,Sweden,1995-12-07,Midfield,Left Midfield,Left,178.0,P&P Sport Management S.A.M.,FR1,4,4,1986.0,1,0,32,2767500.0
7354,7354,2021.0,173.0,Denmark,Denmark,1993-03-12,Defender,Centre-Back,Right,185.0,,DK1,10,8,,25,0,196,442800.0
7794,7794,2019.0,2477.0,Argentina,Argentina,1995-01-28,Attack,Attacking Midfield,Right,175.0,SP,UKR1,3,2,,28,0,85,664200.0
4604,4604,2021.0,621.0,Spain,Spain,1991-05-17,Defender,Centre-Back,Left,182.0,Carmelo Sánchez,ES1,15,12,25686.0,84,1,287,27675000.0
6773,6773,2016.0,2420.0,Portugal,Portugal,1993-11-22,Attack,Centre-Forward,Right,188.0,,PO1,0,1,,0,0,6,138990.0
10316,10316,2019.0,60551.0,Ukraine,Ukraine,1996-08-20,Attack,Attacking Midfield,Left,173.0,TJ Player Advice,UKR1,0,1,1881.0,4,0,33,276750.0
3353,3353,2021.0,2698.0,UdSSR,Russia,1990-01-12,Defender,Right-Back,Right,175.0,,RU1,2,4,9998.0,26,0,126,553500.0
6490,6490,2016.0,2448.0,Spain,Spain,1994-11-20,Midfield,Central Midfield,Right,184.0,YOU FIRST SPORTS ,ES1,0,0,7.0,0,0,1,664200.0
10800,10800,2021.0,237.0,Japan,Japan,2001-06-04,Attack,Right Winger,,173.0,Roberto Tukada,ES1,8,12,5657.0,12,0,104,8302500.0
9738,9738,2021.0,1095.0,France,French Guiana,1992-11-21,Defender,Centre-Back,Right,188.0,W.Egal O.S.F.M.,FR1,0,1,3778.0,7,0,45,2214000.0
8287,8287,2019.0,1010.0,England,England,1998-01-28,Attack,Second Striker,Right,179.0,TSM,GB1,0,0,164.0,1,0,2,332100.0
7544,7544,2018.0,16239.0,Ukraine,Ukraine,1991-10-23,Attack,Second Striker,Right,186.0,,UKR1,2,1,896.0,6,0,16,194340.0
3320,3320,2016.0,3325.0,Brazil,Brazil,1989-08-21,Defender,Centre-Back,Right,187.0,More than Sport GmbH,PO1,0,0,2266.0,4,0,27,387450.0
4848,4848,2021.0,1269.0,Netherlands,Netherlands,1993-02-11,Midfield,Central Midfield,Right,169.0,Fortitude Player Management,NL1,27,8,11294.0,11,0,174,553500.0
10195,10195,2019.0,202.0,Sweden,Sweden,1999-04-27,Attack,Centre-Forward,Right,175.0,Wesport Football,NL1,3,2,,1,0,20,664200.0
8399,8399,2015.0,7179.0,Gabon,Gabon,1994-05-23,Defender,Right-Back,Right,177.0,Vito Arseni,PO1,0,1,1573.0,2,0,19,221400.0
5415,5415,2017.0,2778.0,Denmark,Denmark,1992-09-19,Midfield,Central Midfield,Right,172.0,,DK1,0,0,2542.0,10,0,40,166050.0
1111,1111,2019.0,11282.0,Turkey,Turkey,1987-01-12,Midfield,Central Midfield,Left,178.0,,TR1,1,2,2798.0,10,0,57,55350.0
13210,13210,2021.0,3057.0,Burkina Faso,Burkina Faso,2001-08-23,Attack,Centre-Forward,Right,177.0,ASR SPORT,BE1,4,1,1489.0,8,0,37,1107000.0
12997,12997,2020.0,2425.0,Brazil,Brazil,1995-05-26,Defender,Left-Back,Left,173.0,Onsoccer,PO1,0,1,520.0,0,0,10,249690.0
3682,3682,2021.0,1148.0,Sweden,Sweden,1991-02-13,Defender,Centre-Back,Right,196.0,MD Management,GB1,4,3,5210.0,12,0,63,7749000.0
30,30,2019.0,6890.0,France,France,1985-07-26,Defender,Left-Back,Left,176.0,Darren Dein,TR1,6,18,17399.0,21,0,200,221400.0
6213,6213,2019.0,4603.0,Jugoslawien (SFR),Serbia,1990-06-01,Defender,Left-Back,,184.0,Seven Stars,GR1,0,2,1181.0,4,0,16,276750.0
4341,4341,2021.0,65.0,Germany,Germany,1995-08-28,Attack,Attacking Midfield,Left,176.0,100and10 Sportmanagement GmbH,L1,2,4,1199.0,1,0,25,1771200.0
2803,2803,2020.0,4603.0,Jugoslawien (SFR),Serbia,1992-04-14,Attack,Left Winger,Right,182.0,,GR1,2,0,804.0,3,0,21,332100.0
12649,12649,2019.0,385.0,Germany,Germany,2000-02-13,Midfield,Defensive Midfield,Both,183.0,Lowens Sport,NL1,0,0,44.0,0,0,2,83640.0
11944,11944,2019.0,1241.0,England,England,1999-12-11,Goalkeeper,,Right,190.0,SMI Sports Management,SC1,0,0,360.0,0,0,4,885600.0
10382,10382,2021.0,430.0,Italy,Italy,1999-06-03,Attack,Left Winger,Right,180.0,Gr Sports,IT1,8,5,3455.0,11,0,76,9963000.0
5598,5598,2020.0,1160.0,France,France,1990-10-28,Goalkeeper,,Right,185.0,,FR1,0,0,14909.0,8,1,167,1439100.0
872,872,2021.0,29.0,Germany,Turkey,1991-06-07,Attack,Centre-Forward,Right,183.0,Family & Football,GB1,66,19,9381.0,15,0,192,2767500.0
3464,3464,2019.0,38.0,Germany,Germany,1994-04-25,Midfield,Defensive Midfield,Right,185.0,Sports eXcellence Group,L1,0,1,1871.0,6,0,36,1328400.0
1002,1002,2017.0,11127.0,UdSSR,Russia,1990-07-06,Attack,Centre-Forward,Right,188.0,,RU1,5,1,3442.0,2,0,60,110700.0
1180,1180,2016.0,2760.0,England,England,1991-04-13,Attack,Right Winger,Right,178.0,Wasserman,SC1,7,7,3703.0,4,0,66,276750.0
8911,8911,2021.0,3719.0,Macedonia,Sweden,1998-01-05,Midfield,Central Midfield,Right,186.0,BHM Sports Agency,RU1,1,2,1458.0,4,0,34,774900.0
10531,10531,2021.0,124.0,United States,United States,2000-07-06,Midfield,Defensive Midfield,Right,186.0,Wasserman,SC1,0,0,,1,0,11,3321000.0
13458,13458,2021.0,443.0,,Denmark,2002-01-03,Midfield,Central Midfield,,0.0,,DK1,0,0,857.0,1,0,17,442800.0
6209,6209,2019.0,7378.0,Brazil,Brazil,1994-07-10,Attack,Attacking Midfield,Left,167.0,"Mallorca Viva, S.L.",PO1,10,6,4158.0,12,0,56,1992600.0
2447,2447,2019.0,1268.0,Suriname,Suriname,1989-02-13,Midfield,Defensive Midfield,Right,185.0,GFM,NL1,5,14,9987.0,22,1,125,498150.0
2055,2055,2016.0,641.0,England,England,1989-01-14,Midfield,Central Midfield,Right,175.0,YMU Group,GB1,0,2,2926.0,10,0,35,553500.0
8106,8106,2014.0,3709.0,Spain,Spain,1992-04-03,Midfield,Central Midfield,Right,180.0,"Galka Scouting Football, S.L.",ES1,0,0,,1,0,13,166050.0
12674,12674,2020.0,23611.0,Ukraine,Ukraine,1998-05-04,Midfield,Central Midfield,Left,178.0,OFA,UKR1,1,0,,2,0,8,110700.0
562,562,2019.0,833.0,Turkey,Turkey,1986-06-04,Goalkeeper,,,185.0,,TR1,0,0,4026.0,1,1,45,28290.0
12958,12958,2018.0,855.0,Mali,Mali,1999-08-05,Defender,Centre-Back,Right,190.0,FH Sports Agency,FR1,0,0,173.0,0,0,2,221400.0
12395,12395,2021.0,6646.0,Germany,Turkey,2002-07-15,Attack,Attacking Midfield,Left,175.0,SBE Management AG,TR1,1,0,106.0,1,0,9,553500.0
126,126,2017.0,897.0,Ghana,Ghana,1984-08-27,Midfield,Central Midfield,Left,179.0,Excellence Sport,ES1,3,0,1977.0,14,0,34,55350.0
3331,3331,2015.0,524.0,Nigeria,Nigeria,1988-10-10,Attack,Second Striker,Left,180.0,Nordika Sport Services,TR1,11,6,4124.0,11,1,59,221400.0
9925,9925,2021.0,385.0,England,England,1998-01-14,Defender,Left-Back,Left,171.0,HSD,NL1,10,7,7284.0,14,1,86,996300.0
12084,12084,2019.0,987.0,France,DR Congo,1995-01-31,Attack,Centre-Forward,Right,184.0,TF,SC1,1,0,133.0,2,0,7,221400.0
1208,1208,2015.0,631.0,Brazil,Brazil,1987-03-24,Midfield,Central Midfield,Right,179.0,,GB1,6,5,2780.0,6,0,52,332100.0
11813,11813,2021.0,1519.0,England,United States,1995-03-30,Midfield,Central Midfield,Right,180.0,YMU Group,SC1,5,6,5248.0,5,0,65,774900.0
5124,5124,2019.0,36.0,Turkey,Turkey,1993-01-01,Defender,Centre-Back,Right,183.0,TuncayMaldan,TR1,1,1,5400.0,14,1,65,471090.0
10358,10358,2021.0,3.0,Germany,Germany,1999-09-01,Defender,Centre-Back,Right,192.0,LK Management,L1,1,0,4255.0,5,0,55,4428000.0
11438,11438,2021.0,2687.0,Chile,Chile,1999-01-19,Midfield,Defensive Midfield,Right,176.0,TTMIB Worldwide,ES1,1,1,1459.0,5,0,24,3321000.0
516,516,2021.0,3999.0,Jugoslawien (SFR),Serbia,1987-10-22,Goalkeeper,,Right,188.0,Love Players,GR1,0,0,4556.0,8,0,51,110700.0
12015,12015,2021.0,202.0,Netherlands,Netherlands,2002-02-18,Defender,Centre-Back,Right,185.0,Forza Sports Group,NL1,1,0,3023.0,7,1,35,2767500.0
12946,12946,2021.0,5817.0,Denmark,Denmark,2001-10-20,Defender,Centre-Back,Right,192.0,,DK1,0,0,150.0,2,0,2,166050.0
11397,11397,2019.0,430.0,Italy,Italy,2001-07-14,Goalkeeper,,Right,192.0,Daniele Ferri,IT1,0,0,5.0,0,0,1,553500.0
6137,6137,2021.0,141.0,France,Turkey,1986-12-22,Goalkeeper,,Right,,,TR1,0,0,8900.0,11,0,100,28290.0
